[(7)EVERYTHING ALRIGHT,(4)AGE OF FIRE,] eküridir.GANYAN(2) :1,25 TL, İKİLİ(2/5) :9,10 TL, SIRALI İKİLİ(2/5) :10,90 TL, ÜÇLÜ BAHİS(2/5/6) :114,90 TL Çıkan 1 Atla: 18,20 TL Çıkan 2 Atla: 2,50 TL, PLASE(2) :1,05 TL, PLASE(5) :1,05 TL, PLASE İKİLİ(2/5) :5,20 TL, PLASE İKİLİ(2/6) :5,50 TL, PLASE İKİLİ(5/6) :29,20 TL

2. Kosu :   18.00;Handikap 15/Dişi /H2; 3 Yaşlı İngilizler; kg; 1900m; Kum;;;;Rekor Derece :1.58.31
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ZENITH SKY KG DB SKG SK SGKR;3y d  d;CRIMEAN TATAR;MARILU (GER);59,5;MER.ÇELİK;NÜKTE ÇANDIR;A.GÜMÜŞ;11;%32.47(1);52;2:06.77;2,20;3 Boy
2;WAR STORM DB SKG SK;3y d  d;BATTLEGROUND (USA);STORMBELL;58,5;B.BAGUÇ AP;SARE SEZGİN;R.YILDIZ;4;%8.47(5);56;2:07.24;9,95;7 Boy
3;PERFECT WHITE SK;3y k  d;GRAYSTORM;SERADUSH;54 +1.80;İ.KALE;EREN ATALAN;FAH.CEYLAN;2;%4.01(8);41;2:08.67;13,85;1 Boy
4;NO BRAKES KG K;3y a  d;COPPERFIELD;YEŞİLMİŞİK;57 +2.00;ER.GÖKÇE;RECEP DİKKULE;Y.AKKILIÇ;12 - DS;%2.06(10);47;2:08.82;35,55;3 Boy
5;DREAM FOR VICTORY DB SKG SK;3y d  d;KLIMT (USA);AMETİST;53 +0.70;S.AKŞIN AP;SELMAN ERDEMİRCİ;FAH.CEYLAN;1;%15.98(2);42;2:09.41;4,95;
6;DRAGON OF SONG KG K DB SK;3y a  d;VOODOO SONG (USA);ALTALİH;54,5 +0.10;A.İNCİ;ENGİN ATEŞLER;S.Z.A.MİNASOĞLU;5;%12.44(3);42;2:10.13;6,85;
7;FEEL THE BEAT K DB SKG;3y d  d;TIZWAY (USA);FLORIDA WILDCAT (USA);59 +0.20;E.D.ÖKTEN AP;MELİS KURTEL EMİN;B.GÜL;10;%4.12(7);51;2:12.03;22,20;
8;COME ON BABY DB SK;3y d  d;VICTOIRE PISA (JPN);ART DÜŞES;52 +1.70;M.GÖL AP;GÜNEŞ ÖZÜNÜSEVEN;C.YILDIRIM;9;%1.06(11);27;2:14.05;47,90;
9;SABALENKA DB SK;3y d  d;BATTLEGROUND (USA);MISS ÇAKAR;55 +2.00;M.KAYİŞ AP;ALİ GÜRER;FAH.CEYLAN;8;%5.08(6);47;2:14.56;15,60;
10;DR ZELİHA DB SK;3y d  d;PAPA CLEM (USA);İPEKKIZ;52 +1.50;H.YOLAÇICI AP;M.MELİH ONUK;S.KULAK;6;%2.24(9);30;2:16.68;27,00;
11;ROSİLDA DB SKG SK;3y a  d;CEMCEM;FANCYCHANCY;54 +0.50;F.KARAKURT AP;A.EFE KANMAN;S.ŞAHYAZICI;7;%11.83(4);41;2:17.96;6,15;
12;GÜLFEM HATUN KG DB SK;3y d  d;STALLION FALCON;DEEP DUDE DARLING;50;R.B.DÜNDAR AP;DEMET ÇİFTÇİ;A.ATAŞ;3;%0.24(12);15;Derecesiz;161,20;
GANYAN(2) :2,20 TL, İKİLİ(1/2) :11,35 TL, SIRALI İKİLİ(2/1) :18,35 TL, 1. ÇİFTE(2/2) :2,85 TL

3. Kosu :   18.30;ŞARTLI 3/DHÖW; 4 ve Yukarı Araplar; 58.00kg; 59.50 kg; 1400m; Kum;;;;Rekor Derece :1.32.97
İkramiye;;;;;Yetiştirici Primi;;;;
1.)400.000 TL;2.)160.000 TL;3.)80.000 TL;4.)40.000 TL;5.)20.000 TL;1.)72.000 TL;2.)28.800 TL;3.)14.400 TL;4.)7.200 TL;5.)3.600 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BARBUDA KG K;5y k  a;ARHANBEY;TAMBORA;56,5;İ.S.SÖĞÜT;H.TARIK DİKENCİK;M.ÖZGÜL;14 - DS;%7.78(5);76;1:37.15;7,55;1,5  Boy
2;TURBO KING SKG SK;5y a  a;TURBO;KIVILCIM;55,5;Ç.TAŞCI AP;CAN ERBAK;A.AYDOĞAN;8;%7.26(6);80;1:37.35;10,50;Yarım Boy
3;KAYALARIN ŞAHI KG SK;5y k  a;KAYAYÜREKLİ;HANIMCIM;59,5;A.İNCİ;AHMET KAYA;M.Y.YILDIRIM;10;%32.35(1);85;1:37.45;2,10;10 Boy
4;DEMİR NİHAT KG DB SK GKR;8y a  a;GÜRGÖKÇE;NAKİYE;59,5;A.CEYLAN AP;GÖKHAN ERDOĞAN;A.ATAŞ;3;%13.54(3);92;1:38.82;5,95;4 Boy
5;HOLİGAN SKG SK;10y a  a;KAIZBERT (RU);RÜYA HANIM;56,5;H.YOLAÇICI AP;BİLAL KESKİN;S.YUDUM;13 - DS;%10.77(4);85;1:39.54;8,75;
6;BABA ÇAKMAK KG DB;5y d  a;UÇANKRAL;BAŞAĞIM;56,5;F.KABADAYI AP;BURAK NİŞANCI;A.ATAŞ;4;%1.24(10);55;1:40.03;39,35;
7;BAD REFTAR KG K DB;5y k  a;EMBİR HAN;EMİRHATUN;56,5 +2.00;M.KAYİŞ AP;EMRE KOÇ;A.AYDOĞAN;12 - DS;%4.97(7);78;1:42.87;18,20;
8;KISAKÜREK KG DB;6y d  a;BABA MEVLÜT;LEYLAK DALI;56,5 +0.80;H.AKYOL AP;ERSİN ÖZÇILNAK;M.KARACA;2;%0.2(13);42;1:43.10;109,65;
9;HAYALİNOĞLU KG DB;5y k  a;HABERKAN;HAFİZE SULTAN;52,5 +1.60;M.TEKPETEK AP;AYSEL BAYDAN;E.C.BAYDAN;6;%0.7(11);60;1:44.21;47,00;
10;SERDAREFE SKG SK;6y k  a;OYMAKBEYİ;ZÜLAL;58,5;S.AKŞIN AP;MUSTAFA İLKADIM;A.AYDOĞAN;7;%15.23(2);90;1:48.94;7,05;
11;YANACAK KG K DB;5y a  a;AYABAKAN;KATHMANDU;52,5;A.S.AKSOY AP;ALİCAN BAYRAM;NEJ.TURAN;9;%1.81(9);74;1:49.34;23,15;
12;ARLİN CAN KG K;4y k k;TAMERİNOĞLU;NURSİNE;53 +0.30;M.GÖL AP;GÜRHAN Ş. ÖZBELGE;Ş.ÖZDENİZ;1;%0.38(12);;1:49.49;55,05;
13;AYDINEFESİ KG K DB;6y k  a;ALİ RUHİ;KIRGÜLÜ;56,5;F.KARAKURT AP;SELİN DİKENCİK;M.ÖZGÜL;11 - DS;%1.08(5);65;1:51.00;7,55;
14;ÖYKÜLÜ KIZ KG DB SK;5y d k;ÖZGÜNHAN;SABİHA KIZ;50,5;E.TEPE AP;AVNİ KAYA;C.T.KÖSE;5;%2.69(8);94;Derecesiz;24,00;
[(7)BARBUDA,(13)AYDINEFESİ,] eküridir.GANYAN(7) :7,55 TL, 1. 3'LÜ GANYAN(2,3,10/2/7,13) :81,90 TL, İKİLİ(6/7) :44,55 TL, SIRALI İKİLİ(7/6) :93,50 TL, PLASE(6) :3,55 TL, PLASE(7) :4,20 TL, PLASE İKİLİ(5/6) :14,90 TL, PLASE İKİLİ(5/7) :13,00 TL, PLASE İKİLİ(6/7) :64,40 TL, SIRALI 5 Lİ BAHİS(7/6/5/1/4) :11.624,81 TL, TABELA BAHİS(7/6/5/1) :2.576,02 TL, TABELA BAHİS SIRASIZ(7/6/5/1) :22,87 TL, 2. ÇİFTE(2/7,13) :31,25 TL

4. Kosu :   19.00;Handikap 21 /H2; 3 ve Yukarı İngilizler; kg; 1600m; Kum;;;;Rekor Derece :1.37.63
İkramiye;;;;;Yetiştirici Primi;;;;
1.)695.000 TL;2.)278.000 TL;3.)139.000 TL;4.)69.500 TL;5.)34.750 TL;1.)166.800 TL;2.)66.720 TL;3.)33.360 TL;4.)16.680 TL;5.)8.340 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;HUMAN TORCH DB SK;5y d  a;TIZWAY (USA);SILK RANSOM (USA);52,5 +0.50;S.AKŞIN AP;KENAN SAĞLAM;O.TAŞDEMİR;7 - DS;%7.57(4);67;1:42.07;10,70;4 Boy
2;THE ADMIRAL SK;4y k  a;NATIVE KHAN (FR);PLEINE FORME (USA);61;A.CEYLAN AP;AYŞEGÜL HAYMANA;SEY.GÖKÇE;4;%17.99(2);88;1:42.75;4,25;1 Boy
3;BAHİSÇİ DB SKG SK;4y d  a;MENDIP (USA);KIZIM HİRA;52 +1.00;Ç.TAŞCI AP;ŞEHABETTİN DOYAN;M.BULUT;1;%2.28(6);54;1:42.88;16,70;Yarım Boy
4;CANENCAN DB SK;5y d  a;CEMCEM;PANIGALE;57;E.TEPE AP;ETHEM FİLİZDAYILAR;Ş.ÖZDENİZ;3;%14.55(3);82;1:42.96;5,95;11 Boy
5;LE ROI DANSE DB SK;5y d  a;PAPA CLEM (USA);TO BE BY YOUR SIDE;52 +1.40;M.GÖL AP;SADETTİN GÜZEL;İ.H.BAYDAN;6;%1.09(7);59;1:44.96;27,50;
6;BRAVE ORPHAN KG;3y d  e;CORINTHIAN (USA);SUN OF PARADISE;52,5;İ.S.SÖĞÜT;HAKAN SANER;N.BAKIR;5;%53.99(1);78;1:47.85;1,40;
7;ATOMİC FORCE KG K DB;4y d  a;AVERY ISLAND (USA);WINE TIME;52 +0.30;H.YOLAÇICI AP;MEHMET ZEKİ İPEK;O.TAŞDEMİR;2;%2.53(5);61;1:47.94;21,10;
GANYAN(4) :10,70 TL, İKİLİ(1/4) :18,40 TL, SIRALI İKİLİ(4/1) :62,35 TL, ÜÇLÜ BAHİS(4/1/7) :1.257,40 TL, 3. ÇİFTE(7,13/4) :120,85 TL

5. Kosu :   19.30;ŞARTLI 4/DHÖ; 3 Yaşlı Araplar; 57.00kg; 1400m; Kum;;;;Rekor Derece :1.32.97
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)147.000 TL;2.)58.800 TL;3.)29.400 TL;4.)14.700 TL;5.)7.350 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;HANKUŞ SKG SK;3y d  e;EMBİR HAN;ALICIKUŞ;57 +1.00;F.AVCI;CELAL DOĞAN;NEJ.TURAN;1;%17.91(3);42;1:40.78;3,70;1,5  Boy
2;GUREGH KG K DB GKR;3y k  e;KAYAYÜREKLİ;SABIRLIKAYA;57 +0.90;M.F.KAYA AP;AZİZE KAYA;M.DEMİRTAŞ;4;%19.28(1);47;1:41.04;4,15;3 Boy
3;SALGUR KG;3y k  e;KURTÇABEY;NEVRAZİN;56 +0.20;S.AKŞIN AP;EKREM BİRDEN;M.A.KAYA;5;%19.25(2);50;1:41.51;2,90;Burun
4;KINDBERO KG DB SK;3y k  e;KIŞLALI;KIZIL GÖZ;57;İ.KALE;HÜSEYİN KEDİK;SEY.GÖKÇE;9;%11.59(4);45;1:41.52;5,40;Boyun
5;YAZIRBEYİ KG DB SK;3y a  e;ANKA;CEZA;54;H.YOLAÇICI AP;NURİ KAYA;C.T.KÖSE;7;%2.73(8);40;1:41.55;17,50;
6;TERZİCAN KG DB SK;3y k  e;HIZLITAY;TANEMCAN;54 +0.60;F.KARAKURT AP;MUHARREM CAN;A.R.YILDIZ;6;%8.82(5);40;1:41.65;9,05;
7;MERKÜT K;3y a  d;ANKA;OYUN BİLEN;53 +0.20;M.GÖL AP;MAHMUT TURAN;NEJ.TURAN;8;%2.76(7);47;1:47.22;19,05;
8;NAKIŞ HAN KG DB;3y a  e;GELİBOLU;KARARLITAY;55 +2.00;A.CEYLAN AP;BAHADIR YEŞİL;FAH.CEYLAN;3;%6.44(6);41;1:52.57;12,25;
9;SERİ UFUK KG K (Koşmaz);3y a  e;UFUKBİR;SERİKIZ;53 +0.40;Ç.TAŞCI AP;ECE TÜRKER;SEY.GÖKÇE;2;%11.2(9);41;Koşmaz;;
GANYAN(3) :3,70 TL, İKİLİ(1/3) :8,35 TL, SIRALI İKİLİ(3/1) :15,75 TL, ÜÇLÜ BAHİS(3/1/2) :74,30 TL Çıkan 1 Atla: 14,80 TL, PLASE(1) :3,00 TL, PLASE(3) :2,40 TL, 4. ÇİFTE(4/3) :81,10 TL

6. Kosu :   20.00;Maiden; 2 Yaşlı İngilizler; 57.00kg; 1400m; Kum;;;;Rekor Derece :1.24.15
İkramiye;;;;;Yetiştirici Primi;;;;
1.)545.000 TL;2.)218.000 TL;3.)109.000 TL;4.)54.500 TL;5.)27.250 TL;1.)163.500 TL;2.)65.400 TL;3.)32.700 TL;4.)16.350 TL;5.)8.175 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;PAŞOT K DB;2y d  e;KLIMT (USA);GIALLO RAGAZZA;53 +0.60;Ç.TAŞCI AP;HALE HÜLYA ILGAZLI;G.TOKLU;7;%66.06(1);;1:29.65;1,65;8 Boy
2;ANKA ERÇELİK K;2y d  d;KLIMT (USA);GREEN VALLEY;52 +1.30;B.BAGUÇ AP;O.GÖKHAN HAKVAR;R.YILDIZ;2;%2.95(6);;1:31.04;15,75;5,5 Boy
3;HANİKO DÜDÜKO KG K;2y d  d;BODEMEISTER (USA);AMANOS KARTALI;53 +1.10;M.TEKPETEK AP;BİRKAN BORA AKARSU;SERH.YILDIRIM;6;%0.81(8);;1:32.03;27,65;3 Boy
4;LADY ECRİN KG K;2y d  d;SUPER ALP (USA);GÜVEN UNSURU;51 +2.00;S.AKŞIN AP;NİHAT DERİN;O.AKTAŞ;4;%13.89(2);;1:32.50;4,25;1,5  Boy
5;TEMERARIO SK;2y d  e;BODEMEISTER (USA);COCONUT;58 +0.10;A.CEYLAN AP;MEHMET ALİ KATI;H.SUNKAR;10 - DS;%3.09(5);29;1:32.74;17,10;
6;FLOR DA ROSA KG K;2y d  d;RUN AWAY AND HIDE (USA);KEY TO MY HEART;52 +1.00;H.YOLAÇICI AP;BAKIR FELHAN;A.C.ATAR;9;%5.37(4);28;1:33.10;7,90;
7;LADY ESİN KG DB SK;2y a  d;KANEKO;MELODİ;53 +1.40;F.KARAKURT AP;MUSTAFA ARICI;SEY.GÖKÇE;8;%6.25(3);34;1:33.24;7,30;
8;BOLT NONSTOP KG K;2y d  e;KING DAVID (USA);SUNAM;57;İ.KALE;VOLKAN KAVAS;SEY.GÖKÇE;1;%0.4(9);;1:34.75;59,30;
9;THE BLACK SONYA SK;2y d  d;HEMSWORTH (USA);BORA KIZI;55;İ.S.SÖĞÜT;İSHAK FELHAN;V.ÖNDER;3;%0.29(10);10;1:35.76;46,60;
10;MÖSYÖ DENİZ KG K DB;2y d  e;APPROVE (IRE);MA BAKER;57;F.KABADAYI AP;CİHAN AKDEMİR;F.ÇELTİK;5;%0.89(7);;1:40.18;21,35;
GANYAN(4) :1,65 TL, İKİLİ(4/5) :10,25 TL, SIRALI İKİLİ(4/5) :13,35 TL, ÜÇLÜ BAHİS(4/5/7) :404,00 TL, PLASE(4) :1,05 TL, PLASE(5) :1,05 TL, PLASE İKİLİ(4/5) :8,00 TL, PLASE İKİLİ(4/7) :7,30 TL, PLASE İKİLİ(5/7) :191,30 TL, 5. ÇİFTE(3/4) :4,80 TL

7. Kosu :   20.30;Handikap 14/DHÖW /H2; 4 Yaşlı Araplar; kg; 1900m; Kum;;;;Rekor Derece :2.10.52
İkramiye;;;;;Yetiştirici Primi;;;;
1.)400.000 TL;2.)160.000 TL;3.)80.000 TL;4.)40.000 TL;5.)20.000 TL;1.)72.000 TL;2.)28.800 TL;3.)14.400 TL;4.)7.200 TL;5.)3.600 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;FREE BLOOD KG DB SK;4y k  a;SAADIN GÜCÜ;SİNEMNUR;54,5;B.BAGUÇ AP;ÖZGÜR ŞİMŞEK;SA.ÖZBEY;8;%4.22(9);41;2:16.89;16,45;19 Boy
2;DEMİRNAL KG DB SK;4y a  a;FİRİKYA;ARŞİV;54,5;S.AKŞIN AP;ERDAL DAĞIDIR;H.DURMUŞ;11;%19.27(1);41;2:20.22;4,35;2,5 Boy
3;YOL GEZER KG DB SK;4y k k;ÖZGÜNHAN;SABIRTAŞI;54 +0.40;F.KARAKURT AP;HAÇIM TURAN;NEJ.TURAN;6;%6.7(7);35;2:20.59;9,95;1,5  Boy
4;ANADOLU MUHAFIZI KG DB SK GKR;4y a  a;TAYKUT;SİNİ GÜZELİ;52,5;İ.S.SÖĞÜT;İSMET ÇİFTÇİ;M.TAMER;4;%3.81(10);31;2:20.85;16,75;1,5  Boy
5;KÜLÜNÇ AĞASI KG DB SK;4y a  a;FATİH AĞA;MANTARCI;61,5;İ.KALE;NECDET DEMİR;SEY.DEMİR;16 - DS;%11.4(4);49;2:21.24;7,10;
6;HÜKÜMDAR KIZ KG;4y a k;BAŞ HÜKÜMDAR;LADY HATUN;54 +0.10;M.GÖL AP;ÜMÜT BULUT;M.BULUT;13;%0.44(14);34;2:21.26;80,15;
7;ASEL SULTAN KG K;4y a k;GÜMBÜRGÜMBÜR;VENÜSÜN KIZI;52,5 +0.50;R.B.DÜNDAR AP;MURAT AYDIN;M.YALÇIN;14;%0.42(15);37;2:22.07;88,15;
8;DEMON HUNTER KG K;4y a  a;BAŞ HÜKÜMDAR;KISMET KIZ;56,5 +0.80;H.AKYOL AP;NUSRET ÖZBAĞ;S.YANIK;12;%7.9(5);39;2:23.49;9,95;
9;DATCA DB SKG SK;4y a  a;SERDÜMEN;ESMELTEM;52,5 +2.00;U.İRTİŞ AP;YILDIRIM AYDOĞDİ;S.ŞAHYAZICI;2;%2.01(11);31;2:24.01;33,80;
10;POTRO KG SK;4y a  a;BAŞ HÜKÜMDAR;İDLİP ÇOCUKLARI;50;M.B.ÖNCEL AP;MEHMET ERCİL;N.GÖNÜLTAŞ;5;%0.61(12);16;2:24.08;63,90;
11;KRAL ATLAS KG DB SK;4y a  a;TAYKUT;DEBRA;52 +2.00;M.TEKPETEK AP;İSMAİL UMUT CİYHAN;H.DURMUŞ;15;%4.59(8);35;2:24.63;17,15;
12;TURBO BEYİ KG DB SK;4y k  a;DEMİRTURBO;GÖNLÜMÜN EFENDİSİ;54,5;Ç.TAŞCI AP;EMRAH GÖKÇE;SEY.GÖKÇE;1;%12.12(3);41;2:27.65;6,45;
13;ŞADİNİN OĞLU KG K DB;4y k  a;DEMİRDÖVEN;KIZIMESRA;56,5 +0.30;A.CEYLAN AP;BAHADIR YEŞİL;FAH.CEYLAN;3;%17.26(2);43;2:29.65;3,95;
14;CÖMERT TAY KG DB SK;4y a  a;ONURKAAN;İTİLŞAN;54,5;H.YOLAÇICI AP;YUSUF YILMAZ;At Sahibi;9;%7.73(6);39;2:42.60;10,25;
15;SARPDAĞ K;4y a  a;BAHARŞAH;BELLİS;55,5 +0.50;Y.C.AVCI AP;ABDULLAH AKKUŞ;A.ATAŞ;7;%0.6(13);37;Derecesiz;64,30;
16;BEREKETGELDİ KG K (Koşmaz);4y a  a;DEMİRDÖVEN;ALTINYAĞMUR;54,5 +2.00;F.KABADAYI AP;BURAK NİŞANCI;A.ATAŞ;10;%0.93(16);35;Koşmaz;;
GANYAN(4) :16,45 TL, 7'Lİ PLASE(2,3,5,10/1,2/6,7,13/1,4/1,3,7/4,5/3,4,9) :1.242,80 TL, 6'LI GANYAN(2/7,13/4/3/4/4) :61.891,93 TL, 5'Lİ GANYAN(7,13/4/3/4/4) :17.903,62 TL, 4'LÜ GANYAN(4/3/4/4) :2.564,62 TL, 2. 3'LÜ GANYAN(3/4/4) :251,50 TL, İKİLİ(3/4) :58,25 TL, SIRALI İKİLİ(4/3) :124,45 TL, PLASE(3) :4,20 TL, PLASE(4) :7,00 TL, PLASE İKİLİ(3/10) :24,30 TL, PLASE İKİLİ(3/4) :27,40 TL, PLASE İKİLİ(4/10) :43,20 TL, SIRALI 5 Lİ BAHİS(4/3/10/11/1) :84.252,93 TL, TABELA BAHİS(4/3/10/11) :16.386,60 TL Çıkan 1 Atla: 217,95 TL, TABELA BAHİS SIRASIZ(4/3/10/11) :435,90 TL, 6. ÇİFTE(4/4) :25,80 TL, 7'Lİ GANYAN(2,3,10/2/7,13/4/3/4/4) :98.107,70 TL

