2;ŞENOĞLAN KG K DB;3y a  e;GÜRGÖKÇE;SUDENAZ KIZ;57;A.ÇELİK;NECATİ ŞİMŞEK;C.KARATAŞ;12;%3.72(6)  %4.45(6);41;1:32.25;13,15;Burun
3;AZİZ DOSTUM KG DB;3y d  e;BABA MEVLÜT;İLKADIM;57;SAL.ÇELİK;MEHMET BULANIK;KE.YILMAZ;7;%12.37(3)  %14.21(3);75;1:32.26;5,75;1 Boy
4;ALAMAÇ DB SK;3y d  e;BABA MEVLÜT;FERAYİ;57 +1.00;S.KAYA;ŞEMSETTİN TOYDEMİR;O.DEMİR;6;%4.52(5)  %5.76(5);51;1:32.40;14,20;2 Boy
5;AL CEMAL KG;3y a  e;BESLENEY;SUĞLA;57;N.AVCİ;ERTUNÇ ERDEMİR;Y.AKBULUT;9;%3.21(7)  %3.93(7);52;1:32.70;17,15;
6;ASALETLİ ÇOCUK KG DB SK;3y k  e;BAŞ HÜKÜMDAR;İREMCİK;57;V.ABİŞ;İ.SUAT KUTLU;K.ŞENGEL;2;%13.05(2)  %14.96(2);71;1:33.34;7,15;
7;KOCA AFŞUR KG SK;3y k  e;BESLENEY;AZMİYE SULTAN;57 +0.20;E.ÇANKAYA;ÖZLEM ŞİMŞEK;S.POLAT;5;%1.2(8)  %1.35(8);49;1:33.60;24,90;
8;BAYDARBEY KG SK;3y k  e;SERDÜMEN;DAHİ;57;M.AKYAVUZ;SEMİH KATI;H.SUNKAR;11;%6.26(4)  %8.21(4);52;1:33.63;9,55;
9;AYDİNÇ KG DB SK SGKR;3y d  e;ALTINCI HİS;SULTAN ERVA;57;GÖKH.GÖKÇE;ÖZGÜR AYIR;SEY.GÖKÇE;10;%1(9)  %1.28(9);41;1:33.99;30,60;
10;ÖZFERAH K DB;3y k  d;BERKSOY;ŞENFERAH;55;N.DEMİR;NECLA DEMİR;Y.UÇAR;3;%0.69(10)  %0.74(10);;1:35.43;35,00;
11;ABİMSİN (Koşmaz);3y k  e;CANBERKTAY;AKATOM;57;M.A.SOLMAZ;TUNCAY PALIT;MİR.İPEK;4;%1.4(11)  %0.32(11);39;Koşmaz;;
12;PARSIBEY K (Koşmaz);3y d  e;YILMABAŞAR;UZUN İREM;57;ER.CANKILIÇ AP;ÜMİT ARSLAN;Ü.ARSLAN;1;%0.06(12)  %0.03(12);42;Koşmaz;;
GANYAN(8) :1,60 TL, İKİLİ(8/11) :13,00 TL, SIRALI İKİLİ(8/11) :18,70 TL, PLASE(11) :1,05 TL, PLASE(8) :1,05 TL, PLASE İKİLİ(6/11) :20,60 TL, PLASE İKİLİ(6/8) :3,10 TL, PLASE İKİLİ(8/11) :15,00 TL, SIRALI 5 Lİ BAHİS(8/11/6/3/2) :3.700,31 TL, TABELA BAHİS(8/11/6/3) :641,70 TL Çıkan 1 Atla: 9,82 TL Çıkan 2 Atla: 3,90 TL, TABELA BAHİS SIRASIZ(8/11/6/3) :19,72 TL, 4. ÇİFTE(8/8) :99,35 TL

6. Kosu :  ANKARA JANDARMA KOŞUSU 17.00;KV-6; 3 Yaşlı İngilizler; 58.00kg; 1200m; Çim;;;;Rekor Derece :1.08.94
İkramiye;;;;;Yetiştirici Primi;;;;
1.)835.000 TL;2.)334.000 TL;3.)167.000 TL;4.)83.500 TL;5.)41.750 TL;1.)200.400 TL;2.)80.160 TL;3.)40.080 TL;4.)20.040 TL;5.)10.020 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ASPENDİP KG K DB;3y d  e;MENDIP (USA);ASPURCE;55 +2.00;SAL.ÇELİK;SALİH PALAZ;S.GÜRKAN;3;%3.92(7)  %4.12(7);46;1:10.03;13,75;Boyun
2;YAKARİ DB SKG SK;3y d  e;EPAULETTE (AUS);MAKSIMONNA;60;B.KILINÇ;HÜLYA KARATAŞ;F.KİP;2;%33.78(1)  %29.55(1);89;1:10.07;1,90;Yarım Boy
3;BROTHER LOVIE KG DB SK;3y d  e;BODEMEISTER (USA);LADY TULPAR;58;MÜS.ÇELİK;ÖZLEM ECE KARAMAZI TURAN;EN.KARATAŞ;7;%18.72(2)  %19.31(2);72;1:10.18;4,50;Yarım Boy
4;KALİ STRATA SK;3y a  e;ACTION WAY;THE QUEEN RIVER;58 +0.20;A.KURŞUN;NEDİM KİSBU;U.KULAK;5;%9.76(5)  %11.5(4);56;1:10.27;10,40;3 Boy
5;FOR FREEDOM KG K;3y a  e;LION HEART (USA);MISS WOLF;58;V.ABİŞ;MEHMET OZAN ANAÇ;S.GÜRKAN;1;%15.11(3)  %15.77(3);54;1:10.67;5,60;
6;SNOW LEOPARD SK;3y k  e;NATIVE KHAN (FR);MARA DESPINA (IRE);58;N.AVCİ;GÜLİZAR YANIK;H.SUNKAR;4;%7.66(6)  %8.36(6);76;1:10.76;9,65;
7;RECUERDAME SK;3y d  d;GOOD SAMARITAN (USA);MANDRELL (USA);53;M.A.SOLMAZ;İSHAK ŞAHİN;H.SUNKAR;6;%11.05(4)  %11.39(5);72;1:13.06;6,80;
GANYAN(6) :13,75 TL, 1. 6'LI GANYAN(2/2/7/8/1,8,10/6) :196.262,87 TL, İKİLİ(1/6) :32,15 TL, SIRALI İKİLİ(6/1) :98,30 TL, ÜÇLÜ BAHİS(6/1/2) :658,60 TL, 5. ÇİFTE(8/6) :57,10 TL

7. Kosu :  DÜNYA KADINLARI KOŞUSU 17.30;KV-6/Dişi; 2 Yaşlı İngilizler; 57.00kg; 1200m; Çim;;;;Rekor Derece :1.08.94
İkramiye;;;;;Yetiştirici Primi;;;;
1.)835.000 TL;2.)334.000 TL;3.)167.000 TL;4.)83.500 TL;5.)41.750 TL;1.)250.500 TL;2.)100.200 TL;3.)50.100 TL;4.)25.050 TL;5.)12.525 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;TOM RAIDER SK ÖG;2y d  d;SMART ROBIN (JPN);QUEEN OF THE STORM;57;SAL.ÇELİK;RESUL ÜNLÜ;S.KAN;1;%15.45(4);55;1:11.56;4,55;1 Boy
2;ÇELÇIRN FIRTINASI KG DB SK;2y d  d;SHARPA;QUENN LALA;57;A.ÇELİK;SEYDİ AKYILDIRIM;Y.BAYSAL;4;%25.78(2);48;1:11.72;2,80;5 Boy
3;DRAVION K DB;2y d  d;SATONO ARES (JPN);CIRIPAHA (USA);54 +1.50;V.ABİŞ;KEMAL KURT;İB.B.OĞULLARI;5;%36.71(1);42;1:12.51;1,90;4 Boy
4;MANIAC SK;2y d  d;KANEKO;PERFORMANTE;53 +0.80;M.A.SOLMAZ;GÜLİZAR YANIK;H.SUNKAR;2;%4.03(3);43;1:13.15;4,20;3 Boy
5;DUM SPIRO SPERO SK;2y d  d;DABIRSIM (FR);FINGALLIAN (IRE);57;N.AVCİ;GÜLİZAR YANIK;H.SUNKAR;3;%18.03(3);51;1:13.57;4,20;
[(5)MANIAC,(2)DUM SPIRO SPERO,] eküridir.GANYAN(3) :4,55 TL, SIRALI İKİLİ(3/1) :17,55 TL, 6. ÇİFTE(6/3) :90,60 TL

8. Kosu :   18.00;Maiden/DHÖW; 3 Yaşlı Araplar; 57.00kg; 1400m; Kum;;;;Rekor Derece :1.34.92
İkramiye;;;;;Yetiştirici Primi;;;;
1.)600.000 TL;2.)240.000 TL;3.)120.000 TL;4.)60.000 TL;5.)30.000 TL;1.)180.000 TL;2.)72.000 TL;3.)36.000 TL;4.)18.000 TL;5.)9.000 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ALARASİ KG SK;3y a  e;SERHANTAY;KİRAZKIZI;59;A.ÇELİK;N.CEHDİ ADVAN;M.A.CANPOLATLI;5;%76.38(1);35;1:40.48;1,15;2 Boy
2;ENDER ŞOVALYE KG SK;3y d  e;AFRİKAANDER;NİLÜFER HATUN;57;U.TEMUR;SÜPHİ KORKMAZ;K.KORKMAZ;4;%5.43(2);;1:40.85;6,65;12 Boy
3;ABADBEY KG SK;3y a  e;SERDÜMEN;AYTUNCA;57;F.R.BEBEK;METİN ÇALDIRAN;İ.KÖROĞLU;1;%2.58(6);23;1:42.83;21,70;5 Boy
4;YÜKENOĞLU KG DB;3y k  e;SONALP;BENİL;57;SAL.ÇELİK;NURCAN ŞİMŞEK;Y.UÇAR;8;%4.46(3);;1:43.66;12,40;18 Boy
5;BİLDEN HANIM KG DB SK;3y k  d;BİLDENHAN;GÖNÜL SULTAN;55;F.S.M.SANSAR;HACIM KANDEMİR;ADN.POLAT;9;%3.01(5);;1:46.67;16,15;
6;REKOR TAY KG DB SK;3y k  e;KARAÜZÜM;ÖZÖNDERKIZ;57;M.KESKİN;SÜPHİ KORKMAZ;K.KORKMAZ;7;%2.09(2);18;1:47.52;6,65;
7;ESLİNA DEFNE KG K DB;3y a  d;ORHUNKAAN;AYA BENZER;55;M.A.SOLMAZ;HÜSEYİN BAŞBOĞA;Y.ÇAĞLAR;2;%3.15(4);;1:55.72;15,40;
8;SABRİNİN RÜZGARI KG DB SK;3y k  d;SABRİNİN ATI;NİSAN RÜZGARI;55 +0.10;M.N.SUNKAR;MÜSLÜM KATI;C.KATI;3;%2.38(7);21;1:56.02;19,00;
9;KRALIN OĞLU KG K;3y a  e;SULTANBATUR;TUYADİN;53;S.YAZICIOĞLU AP;İBRAHİM KAYA;RAM. KAYA;6;%0.53(8);11;1:56.06;35,20;
[(3)ENDER ŞOVALYE,(5)REKOR TAY,] eküridir.GANYAN(1) :1,15 TL, 7'Lİ PLASE(1,2/3,7/4,8/1,8,10,11/1,6/1,3/1,3,5) :905,10 TL, 2. 6'LI GANYAN(7/8/1,8,10/6/3/1) :51.384,31 TL, 5'Lİ GANYAN(8/1,8,10/6/3/1) :9.601,27 TL, 4'LÜ GANYAN(1,8,10/6/3/1) :507,50 TL, 2. 3'LÜ GANYAN(6/3/1) :243,50 TL, İKİLİ(1/3) :4,75 TL, SIRALI İKİLİ(1/3) :5,30 TL, ÜÇLÜ BAHİS(1/3/2) :76,10 TL, PLASE(1) :1,05 TL, PLASE(3) :1,05 TL, 7. ÇİFTE(3/1) :8,25 TL, 7'Lİ GANYAN(2/7/8/1,8,10/6/3/1) :454.800,90 TL

