tarih,il,kosu,atno,at,baba,mesafe,zemin,irk,saat,kosu_yorum,kosu_final,gecmis_n,p50_max,p50_ort,p66_max,p66_ort,p75_max,p75_ort,derece_en_iyi_cs,g30_en_iyi,g30_n,songalop_en_iyi,songalop_n,orj_kalite,orj_mesafe,orj_sprinter,orj_kacak,dede_kalite,dede_mesafe,extrem_tip,extrem_gun,gec_cikis,derecesiz,gecmis_yok
22.07.2026,İstanbul,1,1,GLONASS,RULER OF THE WORLD,1400,Çim,İngiliz,14:30,Kaçak/Stalker,45.84727257696319,8,3.5,-0.5,-5.993599999999994,-9.74,-9.25,-12.69,6691,,0,,0,,,,,0.02,1.0,,,0,0,0
22.07.2026,İstanbul,1,2,MAXIMUS MAN,TILSIT,1400,Çim,İngiliz,14:30,Kaçak/Stalker,45.84727257696319,8,26.0,22.25,18.3396,12.8,16.0,8.78,6728,,0,,0,0.03,0.88,,52.94,,,,,0,0,0
22.07.2026,İstanbul,1,3,SHAREHOLDER,VICTOIRE PISA,1400,Çim,İngiliz,14:30,Kaçak/Stalker,45.84727257696319,5,2.0,-14.7,-5.32719999999999,-18.66,-9.0,-20.35,6825,,0,,0,0.29,0.45,,19.13,0.3,0.64,,,0,0,0
22.07.2026,İstanbul,1,4,BEST AND FAST,MYBOYCHARLIE,1400,Çim,İngiliz,14:30,Kaçak/Stalker,45.84727257696319,3,1.0,-8.83,-0.330800000000004,-16.22,-4.0,-19.42,6790,,0,,0,0.27,0.51,,24.4,0.11,0.0,,,0,0,0
22.07.2026,İstanbul,1,5,KRAL OSIMHEN,BODEMEISTER,1400,Çim,İngiliz,14:30,Kaçak/Stalker,45.84727257696319,4,25.0,18.5,13.340200000000006,8.59,12.0,6.5,6690,,0,,0,0.28,0.55,,24.31,2.4,0.54,,,0,0,0
22.07.2026,İstanbul,1,6,LA COPA,KLIMT,1400,Çim,İngiliz,14:30,Kaçak/Stalker,45.84727257696319,9,28.0,14.5,13.675600000000006,7.64,12.5,5.92,6661,,0,,0,0.06,0.86,,38.89,1.1,0.79,,,1,0,0
22.07.2026,İstanbul,1,7,MS EVDOXIA,NİHAVEND LONGA,1400,Çim,İngiliz,14:30,Kaçak/Stalker,45.84727257696319,0,,,,,,,,,0,,0,0.0,0.0,,0.0,,,,,0,0,1
22.07.2026,İstanbul,1,8,CASH FOR YOU,CASH IN,1400,Çim,İngiliz,14:30,Kaçak/Stalker,45.84727257696319,2,-2.0,-2.5,-9.991599999999988,-10.16,-14.75,-14.88,6762,,0,,0,0.0,1.0,,0.0,0.52,0.77,,,1,0,0
22.07.2026,İstanbul,1,9,ŞEKER PİRAYE,MENDIP,1400,Çim,İngiliz,14:30,Kaçak/Stalker,45.84727257696319,3,2.5,1.5,1.0035999999999992,-5.44,2.0,-4.92,6758,,0,,0,1.22,0.68,,37.94,0.12,0.0,,,0,0,0
22.07.2026,İstanbul,1,10,ANGEL KISS,ACTION WAY,1400,Çim,İngiliz,14:30,Kaçak/Stalker,45.84727257696319,0,,,,,,,,,0,,0,0.0,0.0,,0.0,0.2,0.1,,,0,0,1
22.07.2026,İstanbul,1,11,EL REY ESCORPİON,PAPA CLEM,1400,Çim,İngiliz,14:30,Kaçak/Stalker,45.84727257696319,10,21.0,17.05,9.671000000000006,7.07,7.75,3.5,6740,,0,,0,0.42,0.52,,28.14,0.65,0.59,,,0,0,0
22.07.2026,İstanbul,2,1,ÇANAKKALE FIRTINASI,SERHANTAY,1300,Çim,Arap,15:00,,,2,0.0,-0.5,0.666400000000003,-0.33,-0.25,-0.75,6625,,0,,0,0.2,0.66,0.23,28.57,0.46,0.73,,,0,0,0
22.07.2026,İstanbul,2,2,ŞANSLI ADAM,KURTEL,1300,Çim,Arap,15:00,,,1,-1.0,-1.0,-2.3324,-2.33,-2.25,-2.25,6885,,0,,0,0.16,0.74,0.3,10.0,0.31,0.45,,,0,0,0
22.07.2026,İstanbul,2,3,ASLAN İBO,OĞLUM BURAK,1300,Çim,Arap,15:00,,,1,0.0,0.0,-1.3324,-1.33,-1.25,-1.25,6985,,0,,0,0.0,1.0,0.33,8.33,0.01,0.61,,,0,0,0
22.07.2026,İstanbul,2,4,KEREMNUR,ÖZHABER,1300,Çim,Arap,15:00,,,2,-3.0,-3.0,-2.333200000000001,-4.0,-1.25,-3.75,6807,,0,,0,0.6,0.68,0.25,18.42,2.66,0.52,,,0,0,0
22.07.2026,İstanbul,2,5,LİSBOA,UÇANBEY,1300,Çim,Arap,15:00,,,3,8.0,7.17,5.6676,4.56,6.0,4.0,6665,,0,,0,0.51,0.61,0.35,14.22,0.46,0.73,,,0,0,0
