GANYAN(10) :4,30 TL, İKİLİ(7/10) :19,70 TL, SIRALI İKİLİ(10/7) :35,45 TL, PLASE(10) :2,50 TL, PLASE(7) :13,25 TL, PLASE İKİLİ(2/10) :18,00 TL, PLASE İKİLİ(2/7) :26,20 TL, PLASE İKİLİ(7/10) :12,30 TL, SIRALI 5 Lİ BAHİS(10/7/2/3/1) :4.562,93 TL, TABELA BAHİS(10/7/2/3) :1.360,27 TL, TABELA BAHİS SIRASIZ(10/7/2/3) :21,52 TL, 1. ÇİFTE(1/10) :21,35 TL

3. Kosu :   17.15;Handikap 16 /H2; 3 Yaşlı İngilizler; kg; 1900m; Kum;;;;Rekor Derece :1.58.31
İkramiye;;;;;Yetiştirici Primi;;;;
1.)630.000 TL;2.)252.000 TL;3.)126.000 TL;4.)63.000 TL;5.)31.500 TL;1.)113.400 TL;2.)45.360 TL;3.)22.680 TL;4.)11.340 TL;5.)5.670 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;JANN POLL KG DB SK;3y d  e;MENDIP (USA);TIA DALMA;55;Ö.F.ÖZEN AP;MELTEM AKTÜRK;M.KAYA;5;%53.62(1);57;2:04.53;1,40;6 Boy
2;ÇEPNİ DB SKG SK;3y d  e;BATTLEGROUND (USA);HEAVEN'S HELP (USA);58;Y.GÖKÇE AP;NURİ KAYA;A.ATAŞ;2;%4.57(5);63;2:05.56;12,80;Boyun
3;PROBALA KG K DB;3y a  e;VOODOO SONG (USA);BUZ;59,5;S.ALTAY AP;FERİT SARAK;T.ATEŞ;6;%13.28(3);66;2:05.61;5,90;2 Boy
4;ASLAN SAİM DB SK;3y d  e;PAPA CLEM (USA);NORTHERN SKY;52 +2.00;A.İNCİ;SAİM GÖRMEZ;B.GÖRMEZ;4;%7.71(4);46;2:05.87;11,20;4 Boy
5;TAŞDEMİR HAN K DB;3y d  e;TIGER MOTH (IRE);ELEVATED;54,5 +1.20;K.TOKAÇOĞLU;BEKİR CANPOLAT;O.TAŞDEMİR;1;%17.25(2);52;2:06.53;4,70;
6;MOMENT SAVER KG SK;3y d  e;SUPER SAVER (USA);STORY MOMENT;54 +1.90;A.MEH.ALTIN;KORAL KALPAKLIOĞLU;T.VATANSEVER;3;%3.52(6);51;2:07.20;13,55;
7;GÜLFEM HATUN KG DB SK (Koşmaz);3y d  d;STALLION FALCON;DEEP DUDE DARLING;52;F.KARAKURT AP;DEMET ÇİFTÇİ;A.ATAŞ;7 - DS;%0.06(7);15;Koşmaz;;
GANYAN(3) :1,40 TL, İKİLİ(2/3) :10,45 TL, SIRALI İKİLİ(3/2) :12,20 TL, ÜÇLÜ BAHİS(3/2/1) :88,10 TL Çıkan 1 Atla: 17,60 TL, 2. ÇİFTE(10/3) :6,50 TL

