İstanbul;(41. Yarış Günü);17/07/2026
[(8)DİSTİLE,(3)SEMRAKAYA,(9)EFSANE HANIM,(6)YEŞİLKAYA,] eküridir.GANYAN(1) :2,25 TL, İKİLİ(1/4) :5,30 TL, SIRALI İKİLİ(1/4) :9,45 TL, ÜÇLÜ BAHİS(1/4/5) :67,70 TL Çıkan 1 Atla: 10,60 TL, PLASE(1) :1,65 TL, PLASE(4) :2,25 TL, PLASE İKİLİ(1/4) :2,70 TL, PLASE İKİLİ(1/5) :2,70 TL, PLASE İKİLİ(4/5) :4,70 TL, 1. ÇİFTE(1/1) :50,90 TL

3. Kosu :   17.45;ŞARTLI 4; 3 Yaşlı İngilizler; 58.00kg; 2100m; Çim;;;;Rekor Derece :2.06.90
İkramiye;;;;;Yetiştirici Primi;;;;
1.)595.000 TL;2.)238.000 TL;3.)119.000 TL;4.)59.500 TL;5.)29.750 TL;1.)107.100 TL;2.)42.840 TL;3.)21.420 TL;4.)10.710 TL;5.)5.355 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ENTERPRISING ROCK DB SK;3y d  e;VICTOIRE PISA (JPN);ITS MY LIFE;58;M.KAYA;SELİM KAYA;V.KARAKUŞ;6;%19.66(3);53;2:11.82;4,55;1 Boy
2;TURAMUN DB SKG SK;3y d  e;ULAN BATOR;BÖRTEÇİNE;61;A.SÖZEN;DALYAN PAMUKCİ;A.PAMUKCİ;4;%33.12(1);70;2:11.95;1,90;6 Boy
3;ANGEL ON THE WING KG K DB;3y d  e;AIR VICE MARSHAL (USA);LIVE TO WIN;55;A.YILDIZ;TAMER AKSU;U.TEMUÇİN;3;%16.98(4);49;2:12.94;3,75;4 Boy
4;NART THE BATTLE K DB;3y d  e;BATTLEGROUND (USA);AFTERNOON (IRE);58;İSM.YILDIRIM AP;ONUR DİLBAZ;N.ESEN;2;%26.01(2);53;2:13.65;3,70;7,5 Boy
5;ALPHA JUNIOR DB;3y d  e;HERE TO FLY;EXE (USA);58;M.KEÇECİ;CEM SEVİM;K.MELİKE;1;%3.42(5);51;2:14.91;25,45;
6;FLY YAZICI;3y d  e;BODEMEISTER (USA);MIA PREZIOSA;50;M.T.ERTAL AP;İLHAN BOYLU;S.GÜNAYDIN;5;%0.81(6);10;2:16.16;70,30;
GANYAN(4) :4,55 TL, SIRALI İKİLİ(4/2) :10,05 TL, 2. ÇİFTE(1/4) :19,45 TL

