Bursa;(27. Yarış Günü);13/07/2026
1. Kosu :   13.30;Handikap 15 /H2; 3 Yaşlı İngilizler; kg; 1800m; Çim;;;;Rekor Derece :1.46.66
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
10;SMART SOSAN KG DB SK (Koşmaz);2y d  e;ENYALIOS;SEKSEN BİR;53 +1.50;E.ATLAMAZ AP;ROJBİN SOSAN;İ.TURAN;4;%1.22(10)  %1.13(10);;Koşmaz;53,30;
GANYAN(6) :1,90 TL, İKİLİ(6/7) :10,80 TL, SIRALI İKİLİ(6/7) :16,05 TL, 4. ÇİFTE(1/6) :2,75 TL

6. Kosu :   16.00;Handikap 15/DHÖW /H2; 4 ve Yukarı Araplar; kg; 1500m; Çim;;;;Rekor Derece :1.36.11
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;GÜLEYCANOĞLU KG DB SK;4y a  a;SAKARBAŞI;GÜLEYCAN;52 +2.00;A.İNCİ;HALİL GÜRLER;MUR.ALTIN;13;%11.93(3)  %11.57(3);37;1:38.27;7,75;5 Boy
2;SULTANBEŞİR SKG SK;7y a  a;SULTAN DE FAUST (FR);CAŞPERİ;55;R.KETME AP;RAMAZAN ÇELİK;YUS.KAYA;11;%6.66(7)  %7.24(8);49;1:39.08;14,45;1 Boy
3;KUNKANGO KG DB SK SGKR;4y a k;GÜRSU;MELTEMCAN;53 +0.50;N.AVCİ;FUAT OCAKOĞLU;S.C.GÖZÜNGÜ;17;%14.37(2)  %13.88(2);42;1:39.20;7,05;3,5 Boy
4;GENÇYÜREK KG DB;4y k  a;COŞARTAY;ÖZGÖKÇE;57,5;M.M.BİLGİN;FATMA YONCA KADI;Y.ÖZTAŞ;14;%20.14(1)  %17.93(1);51;1:39.72;3,05;1 Boy
5;DAĞ YONCASI KG DB;4y d k;BESLENEY;LUTESYUM;51 +1.10;S.TIRPAN;GIYASETTİN ŞEN;T.ATEŞ;5;%0.48(17)  %0.52(17);36;1:39.85;84,10;
6;BAŞ AKTÖR DB SKG SK;6y d  a;ÖZHABER;DENİZMERYEM;52 +2.00;MAH.TURAN;AHMET ŞİMŞEK;U.GÖKÇE;10;%2.26(11)  %2.51(11);22;1:39.90;36,35;
7;KORHANBEY KG DB;5y a  a;TURBO;SANTİAGO;50,5 +2.00;C.PASO;BEKTAŞ YILDIRIM;BEK.YILDIRIM;7;%9.78(5)  %9.84(5);34;1:39.93;8,65;
8;ZIPKIN OSMAN DB;5y a  g;UÇANOĞLU;EFTAL;52 +2.00;O.ATMACA;OLGU ÇETİNKAYA;R.AKDUMAN;12;%6.33(8)  %7.37(7);37;1:40.03;8,25;
9;NURBANU SULTAN KG SK;5y a k;AYABAKAN;NURSUNA;53 +0.50;Ö.F.ÖZEN AP;ARİFE DAĞLAR KAYA;A.MANTAŞ;2;%1.51(12)  %1.47(12);43;1:40.08;44,35;
10;EDİTÖR YP;9y d  a;KURTEL;KIŞKIRTICI;60,5;Z.KARABULUT AP;KASIM TUMBUL;R.KILIÇ;15;%2.64(10)  %2.69(10);58;1:40.48;25,55;
11;GÜZELNİSA KG DB SK;5y a k;GELİBOLU;DİZDARRANA;60;İ.GÜREKE AP;YILMAZ TANRISEVER;M.A.KAYA;6;%7.44(6)  %7.61(6);59;1:40.76;10,55;
12;SUSUZKURT KG K DB;4y a  a;AKARÇAY;CANARİFE;52 +2.00;E.ATLAMAZ AP;ALİ KARAOĞLAN;Y.C. KARATOPRAK;3;%0.52(15)  %0.56(16);35;1:41.42;65,55;
13;ARCADİA KG DB SK;4y k  a;SERDÜMEN;MENŞURE;52,5 +2.00;E.BOZDAĞ;CEM ÖZBELGE;T.İBİŞ;8;%10.36(4)  %10.53(4);41;1:41.74;9,15;
14;JINIRAL DB SKG SK;4y a  a;GELİBOLU;MELDAN;52 +2.00;C.ALTUN;M.ÖMER NAUSHAD MA;Y.GÜNDOĞDİ;4;%0.52(16)  %0.6(15);32;1:44.17;76,00;
15;AYCASA KG K DB;4y a k;AYABAKAN;AY CAHİDE;53 +1.90;M.KEÇECİ;BURHAN GÖK;A.MANTAŞ;16;%3.42(9)  %3.7(9);42;1:46.93;16,10;
16;DEVAŞA K DB;4y a k;ÖZHABER;MAHMURE;53,5 +1.00;D.KONUK AP;MURAT ALTIN;FER.ALTIN;9;%0.66(14)  %0.89(14);43;1:47.49;73,40;
17;HANENKIZ KG DB SK;4y a k;MADRABAZ;HANENDE;52 +1.00;Y.E.YÜKSEL AP;GÜLRU TURCAN;K.ŞENGEL;1;%0.97(13)  %1.08(13);34;1:50.44;42,20;
GANYAN(11) :7,75 TL, 1. 6'LI GANYAN(2/5/5/1,2/4,6/11) :47.453,25 TL, 1. 5'Lİ GANYAN(5/5/1,2/4,6/11) :12.430,95 TL, 1. 4'LÜ GANYAN(5/1,2/4,6/11) :173,42 TL, 1. 3'LÜ GANYAN(1,2/4,6/11) :50,50 TL, İKİLİ(4/11) :41,95 TL, SIRALI İKİLİ(11/4) :85,90 TL, PLASE(11) :6,70 TL, PLASE(4) :6,45 TL, PLASE İKİLİ(4/11) :18,40 TL, PLASE İKİLİ(4/8) :32,40 TL, PLASE İKİLİ(8/11) :17,20 TL, SIRALI 5 Lİ BAHİS(11/4/8/3/13) :133.358,43 TL, TABELA BAHİS(11/4/8/3) :2.561,32 TL, TABELA BAHİS SIRASIZ(11/4/8/3) :29,55 TL, 5. ÇİFTE(6/11) :19,55 TL

7. Kosu :   16.30;KV-6/DHÖW/Dişi; 4 Yaşlı Araplar; 58.00kg; 1500m; Çim;;;;Rekor Derece :1.36.11
İkramiye;;;;;Yetiştirici Primi;;;;
1.)695.000 TL;2.)278.000 TL;3.)139.000 TL;4.)69.500 TL;5.)34.750 TL;1.)166.800 TL;2.)66.720 TL;3.)33.360 TL;4.)16.680 TL;5.)8.340 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;GÜLERYÜZ KG K DB;4y a k;SAADIN GÜCÜ;ADUDU;58;Ö.F.ÖZEN AP;TUFAN ÇELİK;Ş.ÇELİK;1;%23.29(2);82;1:38.60;3,05;Baş
2;ŞUKELA KG K DB;4y a k;BERKSOY;BİTENGÜL;61;SAL.ÇELİK;FETHİ POLAT;M.TEKİNALP;7;%17.56(3);89;1:38.63;4,90;Yarım Boy
3;DEMRENİN KIZI KG K;4y k k;TAMERİNOĞLU;DEMRE;54;N.AVCİ;ABDULLAH KILINÇ;Y.AKBULUT;2;%8.87(5);67;1:38.68;6,60;1 Boy
4;HADİYE KG SK;4y d k;DEHA;BATUŞ KIZI;61;M.M.BİLGİN;K.CEVAT DAYSAL;E.AYHAN;6;%25.45(1);85;1:38.83;3,30;Burun
5;FROZEN LOVE KG K;4y d k;SAADIN GÜCÜ;OKGİBİ;61;V.ABİŞ;TAYLAN TOSUNOĞLU;O.TAŞDEMİR;3;%10.27(4);77;1:38.84;9,90;
6;PİRNUR KG SK;4y d k;AZMİ REİS;BALLIKIZ;58;MAH.TURAN;CEMİL ÇİZİK;AL.ÇİZİK;11;%6.2(6);77;1:39.24;13,75;
7;MAHÇİÇEK DB SK;4y a k;ODİNHAN;PAZIRIK;56 +1.00;N.ŞEN;İDRİS KOÇ;A.SONĞUR;8;%1.97(8);39;1:39.63;20,55;
8;MÜRDÜN KIZ KG;4y k k;SERDÜMEN;EDALIM;54 +0.30;O.ATMACA;ÖMER BULUT;M.BULUT;5;%1.24(10);35;1:40.18;31,90;
9;GÜLÜMSE BİRAZ KG DB SK;4y a k;GÜMBÜRGÜMBÜR;SALDIMKAYA;54 +0.10;Z.KARABULUT AP;İBRAHİM KAYA;YUS.KAYA;4;%2.62(7);48;1:41.92;23,60;
10;GÜMBÜRBERK KG;4y k k;GÜMBÜRGÜMBÜR;TEKTAHA;58;E.ÇANKAYA;ERCAN POLAT;S.POLAT;10;%1.64(9);61;1:45.07;26,70;
11;PRENSES MEHLİKA;4y k k;BOZYİĞİT;GÜLBALIM;56;A.İNCİ;YÜKSEL CELİM;K.ŞENGEL;9;%0.88(11);60;1:47.54;53,95;
GANYAN(4) :3,05 TL, İKİLİ(3/4) :7,55 TL, SIRALI İKİLİ(4/3) :11,05 TL, ÜÇLÜ BAHİS(4/3/9) :144,20 TL, PLASE(3) :3,60 TL, PLASE(4) :5,50 TL, PLASE İKİLİ(3/4) :8,10 TL, PLASE İKİLİ(3/9) :10,80 TL, PLASE İKİLİ(4/9) :3,30 TL, 6. ÇİFTE(11/4) :21,15 TL

