tarih,il,kosu,atno,at,baba,mesafe,zemin,irk,saat,kosu_yorum,kosu_final,gecmis_n,p50_max,p50_ort,p66_max,p66_ort,p75_max,p75_ort,derece_en_iyi_cs,g30_en_iyi,g30_n,songalop_en_iyi,songalop_n,orj_kalite,orj_mesafe,orj_sprinter,orj_kacak,dede_kalite,dede_mesafe,extrem_tip,extrem_gun,gec_cikis,derecesiz,gecmis_yok
13.07.2026,Bursa,1,1,CHOSEN ONE,CRIMEAN TATAR,1800,Çim,İngiliz,13:30,Kaçak/Stalker,37.99054034660021,4,7.0,7.0,6.0000000000000036,6.0,8.25,6.56,6579,,0,,0,0.02,0.59,,20.0,0.28,0.52,,,0,0,0
13.07.2026,Bursa,1,2,GOLDEN SAIL,PIANO SONATA,1800,Çim,İngiliz,13:30,Kaçak/Stalker,37.99054034660021,4,1.0,-0.75,-7.105427357601002e-15,-3.67,0.0,-3.56,6662,-4.0,5,-4.0,1,0.08,0.33,,42.37,2.4,0.24,,,0,0,0
13.07.2026,Bursa,1,3,YOU AND ME,HASAFET,1800,Çim,İngiliz,13:30,Kaçak/Stalker,37.99054034660021,2,1.0,-3.0,0.6675999999999931,-2.17,1.5,-1.5,6789,-1.8,1,0.5,1,0.0,0.0,,0.0,0.0,0.4,,,0,0,0
13.07.2026,Bursa,1,4,ZEKİ REİS,BLAZE TO WIN,1800,Çim,İngiliz,13:30,Kaçak/Stalker,37.99054034660021,3,4.0,1.0,5.999399999999994,1.11,6.75,1.5,6628,-2.7,2,1.0,1,0.0,0.0,,27.27,2.0,0.21,,,0,0,0
13.07.2026,Bursa,1,5,LUPIN,AMERİKALI,1800,Çim,İngiliz,13:30,Kaçak/Stalker,37.99054034660021,2,1.0,0.0,-3.9976000000000047,-4.0,-4.0,-4.0,6758,-0.4,1,1.4,1,0.07,0.47,,5.0,0.55,0.32,,,0,0,0
13.07.2026,Bursa,1,6,LITTLE BATTLER,SADLER'S JOY,1800,Çim,İngiliz,13:30,Kaçak/Stalker,37.99054034660021,1,-0.5,-0.5,-0.6659999999999968,-0.67,-1.5,-1.5,6982,-2.1,1,-2.1,1,0.12,0.07,,56.52,0.0,0.0,,,0,0,0
13.07.2026,Bursa,1,7,BLUEBACK,PAPA CLEM,1800,Çim,İngiliz,13:30,Kaçak/Stalker,37.99054034660021,3,12.0,4.67,7.001599999999994,3.0,9.0,3.67,6782,-1.1,1,-0.2,1,0.42,0.39,,28.14,0.93,0.36,sik,6,0,0,0
13.07.2026,Bursa,1,8,SHADOW MASTER,LUXOR,1800,Çim,İngiliz,13:30,Kaçak/Stalker,37.99054034660021,1,-4.0,-4.0,-7.0,-7.0,-7.0,-7.0,6885,,0,3.8,1,4.04,0.2,,25.26,2.74,0.34,,,0,0,0
13.07.2026,Bursa,1,9,SOSAN,ENYALIOS,1800,Çim,İngiliz,13:30,Kaçak/Stalker,37.99054034660021,5,15.0,-5.0,13.999999999999996,-4.73,14.0,-3.6,6677,,0,6.1,1,0.0,0.5,,0.0,0.48,0.39,,,0,0,0
13.07.2026,Bursa,1,10,HUAYRA,AUTHORIZED,1800,Çim,İngiliz,13:30,Kaçak/Stalker,37.99054034660021,6,0.5,-3.75,-1.6648000000000032,-3.78,-2.25,-4.21,6632,-0.35,1,-0.35,1,0.33,0.47,,20.75,2.86,0.31,,,0,0,0
