İkramiye;;;;;Yetiştirici Primi;;;;
1.)695.000 TL;2.)278.000 TL;3.)139.000 TL;4.)69.500 TL;5.)34.750 TL;1.)166.800 TL;2.)66.720 TL;3.)33.360 TL;4.)16.680 TL;5.)8.340 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;TANER ABİ DB SK;3y d  e;KANEKO;SAENA;58;M.M.BİLGİN;REMZİYE AKKILIÇ;MUR.AKKILIÇ;1;%49.67(1);68;2:11.56;1,55;1 Boy
2;FIRE AT WILL DB SKG SK;3y k  e;GENERAL QUARTERS (USA);OLIMPIADE;61;O.YILDIZ;CENGİZ RONA;S.YANMAZ;5 - DS;%15.92(2);74;2:11.70;3,90;2,5 Boy
3;DANCE OF WIND DB SK;3y d  e;TIZWAY (USA);EMPOWERMENT (USA);58;T.YILDIZ;OSMAN TANER;K.ŞENGEL;6 - DS;%5.59(6);71;2:12.08;15,15;8 Boy
4;BOB VALDES;3y d  e;DIVINE HEART;AZİMLİ KIZ;61;A.MEH.ALTIN;MEHMET CAN;A.COŞKAN;2;%7.27(5);71;2:13.41;11,65;10 Boy
5;ROCK FOR EVER KG SK;3y d  e;PAPA CLEM (USA);WINŞAH;61;G.ÖZÇELİK;NİHAT HAS;F.GEZİCİ;3;%10.22(4);71;2:15.07;6,10;
6;SALONIKATOR DB SKG SK;3y d  e;EUPRHATES (USA);AKŞİN;58;A.YILDIZ;MURAT GARİP;M.A.TURAN;4;%11.34(3);71;2:15.13;7,75;
GANYAN(6) :1,55 TL, SIRALI İKİLİ(6/2) :4,45 TL, 2. ÇİFTE(3/6) :9,55 TL

4. Kosu :   19.00;Maiden; 3 Yaşlı İngilizler; 58.00kg; 1800m; Kum;;;;Rekor Derece :1.53.68
İkramiye;;;;;Yetiştirici Primi;;;;
1.)545.000 TL;2.)218.000 TL;3.)109.000 TL;4.)54.500 TL;5.)27.250 TL;1.)130.800 TL;2.)52.320 TL;3.)26.160 TL;4.)13.080 TL;5.)6.540 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;KING MAHİR K;3y d  e;PERFECT WARRIOR;WIND DREAMER (USA);58;G.ÖZÇELİK;MUSTAFA SAFRAN;Y.ÖZTAŞ;9;%19.71(2)  %23.01(1);31;1:59.78;2,00;4 Boy
2;RUS FARUK K DB;3y a  e;BODYGUARD HERO (USA);İMBAT;54;B.ÇETİN AP;TARDUHAN SÜTMEN;A.TEKDEMİR;10 - DS;%10.01(4)  %11.4(4);23;2:00.43;12,55;Yarım Boy
3;LEGACY OF HENRY SK;3y d  e;RUNHAPPY* (USA);SKY MIRAGE (USA);60;E.AKPINAR AP;OKTAY OHCAK;C.TURAN;8;%21.89(1)  %22.63(2);34;2:00.51;3,60;6 Boy
4;MANEKİ NEKO KG DB SK;3y d  d;BODEMEISTER (USA);MAVİ AY;56;A.YILDIZ;SELMA EREN;M.AKKUŞ;4;%12.58(3)  %12.19(3);25;2:01.49;8,90;6 Boy
5;PEANUT K;3y d  d;CODE OF HONOR (USA);SLICK TRICK (USA);53 +1.00;BERK.GÖKÇE AP;YÜKSEL GÖKTÜRK;H.BOYRAZ;7;%9.3(5)  %10.05(5);;2:02.49;7,10;
6;BUSINESS KG K;3y d  e;MENDIP (USA);GRAND LARA;58 +0.20;B.BEKTAŞ;OKAN BEKTAŞ;S.BEKTAŞ;5;%0.95(9)  %0.79(9);10;2:03.83;25,45;
7;MADORA SK ÖG SGKR;3y d  d;BATTLEGROUND (USA);MANDRANA;56 +1.30;S.ÖZEN;AHMET KAVRAN;S.YANMAZ;3;%2.44(8)  %2.09(8);10;2:04.04;28,85;
8;KALORİMATİK DB SKG SK;3y d  e;ANGEL OF DEATH;FAST ANGEL;58;R.KETME AP;SEDAT ŞAHİN;F.GARZAN;1;%9.01(6)  %7.93(6);33;2:08.19;11,30;
9;SENSEİ BAHA KG K DB;3y d  e;HAKEEM (USA);GIKGA;60;M.M.BİLGİN;BANU EKER;S.GÜNAYDIN;6;%7.79(7)  %6.89(7);31;Derecesiz;14,25;
10;WINGED HUSSAR KG K DB (Koşmaz);3y d  e;RUN AWAY AND HIDE (USA);LORDSDAUGHTER;58;B.AKÇAY;HASAN BURNAZ;MAH.BAYKARA;2;%3.38(11)  %2.76(10);;Koşmaz;12,10;
11;FINALLY IDYLL K DB (Koşmaz);3y d  d;KINOWA;WABUNABA;61;T.KERESTECİ AP;TARDUHAN SÜTMEN;A.TEKDEMİR;11 - DS;%2.94(11)  %0.25(11);34;Koşmaz;;
[(6)RUS FARUK,(8)FINALLY IDYLL,] eküridir.GANYAN(5) :2,00 TL, İKİLİ(5/6) :19,50 TL, SIRALI İKİLİ(5/6) :27,75 TL, 3. ÇİFTE(6/5) :4,95 TL

5. Kosu :   19.30;Handikap 14/DHÖW/Dişi /H2/Y1; 4 Yaşlı Araplar; kg; 1800m; Kum;;;;Rekor Derece :2.06.23
İkramiye;;;;;Yetiştirici Primi;;;;
1.)400.000 TL;2.)160.000 TL;3.)80.000 TL;4.)40.000 TL;5.)20.000 TL;1.)72.000 TL;2.)28.800 TL;3.)14.400 TL;4.)7.200 TL;5.)3.600 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;LUNA KG K;4y k k;YILMABAŞAR;MAHSİMA;59;R.KETME;MELİKE ÇELİK;SEN.ŞEN;8;%15.43(2)  %15.63(2);41;2:11.92;5,35;Boyun
2;YILDIZ SOY KG DB SK;4y a k;GÜMBÜRGÜMBÜR;KELEŞ KIZI;55;M.TEKPETEK;ALPHAN ŞEN;A.ŞEN;11;%13.48(5)  %14.04(4);33;2:11.95;6,80;4 Boy
3;KIVIRCIKKIZ KG DB;4y a k;ÖZGÜNHAN;HIZ TUTKUNU;61;M.ÇELİK;FERAT ÖZKAN;D.SAV;4;%23.18(1)  %23.75(1);45;2:12.57;2,95;6,5 Boy
4;BERANÇE KG K;4y a k;UÇANBEY;EMİRGÜLÜ;60;U.LEVENT;ONUR OKAN TOPALOĞLU;MAH.BAYKARA;12 - DS;%13.57(4)  %13.51(5);43;2:13.63;4,80;Burun
5;FIGHT FOR ME DB SK;4y k k;YILMABAŞAR;İNCİSU;53,5;İ.GÜN;S.SÜLEYMAN YILMAZ;SEN.ŞEN;3;%1.07(10)  %0.89(10);30;2:13.64;37,30;
6;GEWRE KG DB SK;4y a k;TAYKUT;SEDA SULTAN;61,5;H.TURAN;İSKENDER DEMİRCİ;H.DEMİRBAŞ;2;%6.1(7)  %5.66(7);46;2:13.87;13,90;
7;DEĞERBİLİR KG DB SK;4y a k;AYABAKAN;ALLI TURNAM;59;E.AKPINAR;RECEP KETME;F.KIRAN;6;%15.25(3)  %14.55(3);41;2:14.78;7,25;
8;SIRTAŞI KG DB SK;4y k k;BABA MEVLÜT;ASLIKAN;52 +2.00;B.ÇETİN;SUAT BAYBURAN;M.A.KAYA;1;%0.69(12)  %0.5(12);14;2:17.10;32,65;
9;ANADOLU YAZI KG SK;4y k k;TAMERİNOĞLU;YAZGÜNÜ;56;M.BAĞ;EROL YÜCEL;M.KORKMAZ;7;%6.3(6)  %6.99(6);35;2:18.18;9,40;
10;BERNAHANIM KG DB SK GKR;4y a k;FİRİKYA;KRALİÇEKARINCA;56,5;R.YILDIZ;NİMET ARİF KURTEL;N.KAYA;9;%2.05(8)  %1.98(8);36;2:18.44;32,55;
11;CİDE GÜLÜ KG DB SK;4y d k;SONALP;NEŞELİ HAYAT;56;İ.GÜREKE;ÖYKÜ NAZ CLARK;M.ÖZGÜL;10;%0.95(11)  %0.85(11);35;2:18.79;32,85;
12;KURTÇAKIZ KG K;4y a k;ARASLI;SEVİNÇKAN;56;E.AVŞAR;TARKAN H. ONAR;HAL.YILDIZ;5;%1.93(9)  %1.64(9);35;2:20.47;39,80;
GANYAN(4) :5,35 TL, 1. 3'LÜ GANYAN(6/5,6,7,8/4) :30,90 TL, İKİLİ(4/12) :17,05 TL, SIRALI İKİLİ(4/12) :31,10 TL, ÜÇLÜ BAHİS(4/12/2) :324,50 TL, PLASE(12) :1,90 TL, PLASE(4) :3,50 TL, PLASE İKİLİ(2/12) :7,40 TL, PLASE İKİLİ(2/4) :6,10 TL, PLASE İKİLİ(4/12) :10,10 TL, SIRALI 5 Lİ BAHİS(4/12/2/3/8) :8.116,56 TL, 4. ÇİFTE(5/4) :19,35 TL

6. Kosu :   20.00;Maiden; 3 Yaşlı İngilizler; 58.00kg; 1800m; Kum;;;;Rekor Derece :1.53.68
İkramiye;;;;;Yetiştirici Primi;;;;
1.)545.000 TL;2.)218.000 TL;3.)109.000 TL;4.)54.500 TL;5.)27.250 TL;1.)130.800 TL;2.)52.320 TL;3.)26.160 TL;4.)13.080 TL;5.)6.540 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;HAÇOVALI K DB;3y d  e;GENERAL QUARTERS (USA);QUEEN SUDE;55;Z.KARABULUT AP;HÜSEYİN ÇİÇEK;C.TURAN;11 - DS;%6.2(5)  %5.33(5);25;2:00.81;10,25;2 Boy
2;MY HAZEL EYES DB SK;3y d  d;MER DE GLACE (JPN);ATEŞGEÇİRMEZ;60;O.YILDIZ;SEVDA ÖZGEN;E.ÇİLEK;7;%42.56(1)  %46.31(1);32;2:01.10;2,35;2,5 Boy
3;CHİCO LOCO KG DB SK;3y d  e;KLIMT (USA);CHASING THE WIND;58;G.ÖZÇELİK;ÇETİN ÇATAN;R.SUNA;6;%8.66(4)  %7.54(4);;2:01.47;6,50;4 Boy
4;GIPSY THUNDER KG K DB;3y d  d;MYBOYCHARLIE (IRE);ADASTRALINA;52 +2.00;M.TEKPETEK AP;İBRAHİM TAŞEL;G.TAŞDELEN;2;%3(6)  %2.57(6);20;2:02.14;25,05;7,5 Boy
5;ŞIBLE ŞAVKO KG DB SK;3y d  e;CALL TO VICTORY;ZİRVE CAN;58;B.AKÇAY;SİNAN TAŞ;GAL.KILIÇ;10 - DS;%0.82(11)  %0.7(11);20;2:03.40;40,60;
6;UMUTLU TAY SKG SK;3y d  e;EUPRHATES (USA);KILAVUZ HATİCE;58 +0.30;MAHS.TURAN;ABDULKADİR DURMAZ;F.GARZAN;8;%1.07(9)  %0.86(9);7;2:03.67;27,70;
7;BABA ZÜLKÜF KG;3y d  e;ULAN BATOR;ÖCAL TAY;58 +0.40;T.ALICI;RAHMİ ÇAKMAK;A.ÖCAL;4;%18(2)  %20.61(2);;2:04.09;3,50;
8;CRAZY RIVER DB SKG SK;3y d  d;KANEKO;DOLCE VITA;58;M.ÇELİK AP;BİLAL EMİROĞLU;B.YÜKSEL;5;%14.98(3)  %12.11(3);28;2:08.66;6,45;
9;AYHABI KG DB SK;3y d  e;ULAN BATOR;YİĞİTALP;58;A.MEH.ALTIN;AYDIN YILMAZ;M.A.KAYA;3;%2.05(7)  %1.64(7);10;2:09.24;14,60;
10;KUZU DAYI DB SK;3y d  e;MYBOYCHARLIE (IRE);GÜLİZ;56 +0.70;E.AKPINAR AP;MESUT ALTAY;A.R.AYDIN;1;%1.71(8)  %1.62(8);13;2:11.22;33,45;
11;HAIL TO PRINCESS K DB;3y d  d;DIVINE HEART;ICE PRINCESS;52 +1.50;R.KETME AP;SELHATTİN KURT;T.ÇEKİCİ;9;%0.95(10)  %0.72(10);20;Derecesiz;42,60;
GANYAN(4) :10,25 TL, 1. 6'LI GANYAN(8/3/6/5/4/4) :223.156,06 TL, 1. 5'Lİ GANYAN(3/6/5,6,7,8/4/4) :4.020,45 TL, İKİLİ(4/8) :12,80 TL, SIRALI İKİLİ(4/8) :39,20 TL, ÜÇLÜ BAHİS(4/8/3) :480,00 TL, PLASE(4) :2,30 TL, PLASE(8) :1,05 TL, PLASE İKİLİ(3/4) :14,70 TL, PLASE İKİLİ(3/8) :10,20 TL, PLASE İKİLİ(4/8) :8,70 TL, 5. ÇİFTE(4/4) :101,55 TL

7. Kosu :   20.30;Handikap 16 /H2; 3 ve Yukarı İngilizler; kg; 1200m; Kum;;;;Rekor Derece :1.11.66
İkramiye;;;;;Yetiştirici Primi;;;;
1.)630.000 TL;2.)252.000 TL;3.)126.000 TL;4.)63.000 TL;5.)31.500 TL;1.)113.400 TL;2.)45.360 TL;3.)22.680 TL;4.)11.340 TL;5.)5.670 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SANS PAREİL SK;5y d  a;HAKEEM (USA);FLORANCE (GER);52 +0.60;R.YILDIZ AP;NESLİŞAH U. EVLİYAZADE EKMEKÇİ;F.YAVAŞ;3;%0.43(9);10;1:15.70;62,05;Boyun
2;IRON LION KG K;4y a  a;LION HEART (USA);DEMİRSU;60;BERK.GÖKÇE AP;CEMİL ÇİZİK;AL.ÇİZİK;7;%9.85(4);68;1:15.74;5,75;Boyun
3;KUZEY EFESİ KG DB SK;4y d  a;SUPER SAVER (USA);FLY WINGS;59;A.YILDIZ;MURAT ÇELİK;N.YILDIRIM;5;%35.5(1);62;1:15.78;2,30;2,5 Boy
4;THRACE FEVER KG K DB;5y d  g;PAPA CLEM (USA);DEMİRSU;59;M.M.BİLGİN;MEHMET AKTAŞ;B.TANRIKULU;4;%20.94(3);62;1:16.19;3,35;1,5  Boy
5;KATANA BOY KG DB SK;4y a  a;LION HEART (USA);PEACE TRAIL;52 +0.70;C.TEPE;İBRAHİM YILDIZ;HÜS.KARABULUT;8;%3.95(5);34;1:16.40;24,55;
6;KUPA AVCISI KG K DB;4y d  a;ARMY MULE (USA);STREETHEART (USA);52 +2.00;MAH.TURAN;M.DİLAN TAN;M.ALAÇAM;1;%22.67(2);48;1:16.53;4,05;
7;ALASER K;4y d  a;KLUGER (JPN);RIVER OF LOVE;52 +0.60;S.TIRPAN;MAZLUM TURAN;At Sahibi;9;%1.35(8);45;1:16.55;28,60;
8;BIÇKIDERELİ EGE KG DB SK;4y d  a;MARCAVELLY (USA);TUYA NAZ;57,5;T.YILDIZ;EROL ÇOKLAR;T.ATEŞ;2;%3.59(6);59;1:17.31;16,05;
9;BEST OF ROCK DB SK;7y d  a;MENDIP (USA);GOLDEN PIE;52 +1.10;GÖK.BEKTAŞ;HASAN ALTUNBAŞ;HÜS.KARABULUT;6;%1.36(7);48;1:17.81;28,05;
10;CROWNED DB SK (Koşmaz);5y d  a;BODEMEISTER (USA);FLY WINGS;60;M.A.AYDIN AP;SONGÜL YILDIRIM;N.YILDIRIM;10;%0.36(10);70;Koşmaz;;
GANYAN(10) :62,05 TL, İKİLİ(2/10) :473,65 TL, SIRALI İKİLİ(10/2) :768,15 TL, ÜÇLÜ BAHİS(10/2/3) :9.677,10 TL Çıkan 1 Atla: 947,30 TL, PLASE(10) :15,15 TL, PLASE(2) :5,70 TL, PLASE İKİLİ(2/10) :178,10 TL, PLASE İKİLİ(2/3) :8,30 TL, PLASE İKİLİ(3/10) :72,40 TL, 6. ÇİFTE(4/10) :1.742,70 TL

8. Kosu :   21.00;ŞARTLI 3/DHÖW; 4 Yaşlı Araplar; 58.00kg; 1200m; Kum;;;;Rekor Derece :1.19.25
İkramiye;;;;;Yetiştirici Primi;;;;
1.)400.000 TL;2.)160.000 TL;3.)80.000 TL;4.)40.000 TL;5.)20.000 TL;1.)72.000 TL;2.)28.800 TL;3.)14.400 TL;4.)7.200 TL;5.)3.600 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;KARAKTERLİ KG DB SK;4y a  a;ODİNHAN;HEYBELİADA;55 +1.60;M.M.BİLGİN;MÜSLÜM FİDAN;F.GARZAN;4;%24.72(1);53;1:22.66;2,85;1,5  Boy
2;OĞUL ÇINAR KG K DB;4y k  a;TURBO;ILIÇLIM;60;O.YILDIZ;BARIŞ KARAGÖZ;A.ÖCAL;10 - DS;%9.14(6);63;1:22.89;9,00;2 Boy
3;MEGAFAUNA KG SK;4y k  a;ÖZHABER;TAMBORA;57;R.KETME AP;H.TARIK DİKENCİK;M.ÖZGÜL;6;%14.88(3);53;1:23.16;5,10;2 Boy
4;ŞANKUT HATUN KG K DB;4y k k;MADRABAZ;ŞANKUTLU;55 +1.30;E.AKPINAR AP;GÜLRU TURCAN;K.ŞENGEL;3;%24.37(2);71;1:23.44;3,30;3 Boy
5;TEKFORD ACL DB SKG SK;4y a  a;GÜMBÜRGÜMBÜR;TEKFORD GÜLAY;55 +0.20;G.ÖZÇELİK;TEYFİK ORAN;R.SUNA;2;%0.8(8);25;1:23.90;24,25;
6;KÜÇÜK EYYÜP KG DB SKG SK;4y k  a;TALİPHAN;CİMCİMEM;60;O.GÖKÇE;REŞİT TUMBUL;A.MANTAŞ;7;%13.85(4);79;1:24.61;6,60;
7;KÜLÜNÇE BEYİ KG K;4y a  a;SERHANTAY;AHUCEREN;56;A.YILDIZ;YUSUF ÇETİN;B.YÜKSEL;8 - DS;%9.82(5);31;1:27.65;8,15;
8;KARŞIYAKALI PİRENURİ KG SK;4y k  g;ALMAATA;FİLDİŞİ;51 +0.10;İ.GÜN AP;ÖZKAN SAVRAN;M.A.KAYA;1;%0.22(10);12;1:29.91;52,05;
9;YERDENİZ KG SK;4y k k;KURTÇABEY;LALTAY;58;A.MEH.ALTIN;KADİR BAŞLI;B.TANRIKULU;9 - DS;%1.45(7);56;1:30.50;40,40;
10;SUSADIM KG DB;4y a k;DEMİRDÖVEN;BAHRİYEM;52 +1.50;B.ÇETİN AP;METE AYSEL;Ö.A.ALAKUŞTEKİN;5;%0.75(9);34;1:33.11;45,55;
GANYAN(6) :2,85 TL, İKİLİ(3/6) :13,65 TL, SIRALI İKİLİ(6/3) :16,35 TL, ÜÇLÜ BAHİS(6/3/1) :195,70 TL, PLASE(3) :6,15 TL, PLASE(6) :3,95 TL, PLASE İKİLİ(1/3) :8,10 TL, PLASE İKİLİ(1/6) :6,00 TL, PLASE İKİLİ(3/6) :8,50 TL, 7. ÇİFTE(10/6) :1.444,75 TL

9. Kosu :   21.30;Handikap 15/DHÖW /H2; 4 ve Yukarı Araplar; kg; 1500m; Kum;;;;Rekor Derece :1.41.10
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ZENG KG DB;6y d  a;TÜMÖZ BEY;KAFKASLIDEVRANI;53 +1.50;MAH.TURAN;ÖZKAN SAVRAN;M.A.KAYA;6;%4.54(6);38;1:45.19;13,00;2 Boy
2;KAZDAĞI EFESİ;4y a  a;GÜMBÜRGÜMBÜR;KAZDAĞI GÜZELİ;59;R.KETME AP;AHMET FAYDALGEL;T.ÇEKİCİ;9;%35.84(1);59;1:45.51;2,25;3,5 Boy
3;SEMENDİN GÜCÜ SKG SK;5y a k;SEMEND;EZGİLİ;61,5;B.AKÇAY;SERHAT ŞAHİN;T.ÇEKİCİ;2;%1.15(11);55;1:46.13;35,10;2,5 Boy
4;AKYEL ABİ KG DB;6y k  a;TURBO;ESİNİM;59;M.BAĞ AP;H.TARIK DİKENCİK;M.ÖZGÜL;3;%8.89(5);56;1:46.50;9,70;Yarım Boy
5;RÜZGARSU KG DB SK;4y k  a;TAMERİNOĞLU;YEDİİKLİM;60;A.YILDIZ;AHMET KAYA;E.KAYA;11;%14.36(2);55;1:46.58;4,60;
6;SER ŞÖVALYE KG DB SK;6y a  a;SERHANTAY;NİLÜFER HATUN;61;BERK.GÖKÇE AP;ŞİRİN DEMİR;Ş.Ş.DEMİR;1;%1.77(10);58;1:46.59;31,10;
7;ASIL OĞUL KG DB SK;5y k  a;GÜRGÖKÇE;ASLIDİLAN;58,5;İ.GÜREKE AP;BEŞİR KAYA;YUS.KAYA;4;%2.84(8);55;1:47.13;34,45;
8;BABA SELAH KG K DB;4y k  a;DENİZİM;NURTOPU;52 +2.00;A.ASLAN;BAHAR HATİCE SADIÇ;N.YILDIRIM;12;%0.68(12);37;1:47.31;42,60;
9;ALSAKİB SK;4y a  a;GELİBOLU;CANBANU;61;O.YILDIZ;MAHMUT ZAMAN;U.GÖKÇE;7;%11.07(4);57;1:47.83;7,25;
10;FIRTINADAN DOĞAN KG K;4y k  a;TAMERİNOĞLU;CANITEZ;52 +0.50;S.TIRPAN;MÜZEYYEN TUĞDAŞ;A.ÖCAL;13;%0.59(13);31;1:49.32;56,05;
11;GÜMBÜR ŞAH KG K;4y k  a;GÜMBÜRGÜMBÜR;SARIBİRGÜL;58,5;M.M.BİLGİN;MEHMET ARSLAN;A.MANTAŞ;5;%12.74(3);52;1:52.26;6,85;
12;BEDOBEY KG K DB;6y a  a;SAKARBAŞI;AYYALAZ;62;A.MEH.ALTIN;METİN DEMİR;Ş.Ş.DEMİR;10;%1.82(9);56;1:53.58;31,80;
13;UÇAN KAFKASLI KG DB SK;7y a  a;KAIZBERT (RU);UÇANKINALI;59,5;Z.KARABULUT AP;İBRAHİM KAYA;YUS.KAYA;8;%3.71(7);55;1:53.75;19,60;
